20190722,20190803,20190815,20190827,20190920,20191002,20191014,20191026,20191119,20191201,20191213,20191225,20200106,20200118,20200130,20200211,20200223,20200306,20200318,20200330,20200411,20200423,20200716,20200728,20200809,20200821,20200902,20200914,20200926,20201008,20201020,20201101,20201113,20201207,20201219,20201231
0,-3.486,-3.485,-6.812,-6.368,-5.34,-5.706,-7.226,-4.733,-6.387,-9.758,-3.081,-9.39,-18.702,-6.327,-3.552,-3.742,3.525,6.663,0.545,4.466,0.352,-1.151,-1.849,0.492,-0.962,-2.314,-2.412,-3.047,-2.871,-2.219,-2.55,-1.782,-4.439,-5.409,-3.447
0,-4.48,-6.887,-9.041,-8.747,-6.541,-6.462,-8.464,-12.16,-6.96,-11.093,-0.866,-10.404,-19.848,-3.862,-1.868,-3.343,3.537,4.762,1.168,3.201,0.25,-1.623,-2.743,-0.942,-1.666,-3.312,-3.091,-3.624,-3.512,-2.571,-2.52,-1.586,-3.384,-6.068,-4.392
0,-4.98,-8.674,-10.266,-10.64,-7.815,-7.027,-10.074,-14.802,-6.808,-12.635,1.844,-9.808,-7.246,-5.253,-1.235,-3.321,2.078,2.877,0.388,1.159,-0.601,-3.122,-4.971,-3.526,-3.073,-5.238,-4.748,-5.188,-4.927,-3.754,-3.354,-2.423,-3.342,-7.815,-6.457
0,1.307,-9.098,3.799,-3.316,-2.94,-5.307,-8.225,-4.496,-2.715,-6.451,-1.836,-7.501,5.128,-3.887,5.357,-1.344,-0.737,-0.242,-3.249,0.205,-4.576,-3.373,-0.869,-3.525,-0.628,-2.69,-3.265,-3.215,-2.885,-3.507,-4.223,-4.115,-0.601,-1.318,3.068
0,-0.16,-0.064,0.039,-0.854,-0.308,-0.235,0.108,0.513,-1.777,0.108,0.762,-0.797,0.23,3.063,3.005,0.693,3.672,5.67,5.068,11.188,12.314,13.155,8.346,11.258,10.208,7.876,10.282,13.659,11.362,7.988,8.28,9.575,9.481,11.888,18.565
0,0.622,0.215,2.294,-1.053,0.506,0.741,0.761,5.142,1.289,-1.183,-0.354,-2.78,-2.021,-4.625,-0.032,-3.392,-1.962,2.233,-0.094,6.583,2.037,-6.269,-4.705,-2.249,-3.75,-5.654,-3.134,-0.551,-1.441,-2.141,-2.563,-3.975,-6.158,-3.165,-2.953
0,0.135,-0.634,1.641,-1.536,-0.644,0.311,0.867,3.163,-3.337,-1.282,-2.626,-3.584,-1.535,-6.67,-2.139,-3.945,-2.375,1.028,-0.918,5.508,0.333,-7.141,-5.453,-3.777,-5.587,-6.729,-5.415,-3.425,-3.841,-4.541,-4.283,-7.433,-8.366,-8.42,6.343
0,7.021,5.616,3.591,5.259,-1.413,1.224,3.213,5.454,6.855,18.486,7.846,10.285,5.39,9.313,15.134,6.098,11.772,8.226,10.669,9.359,13.532,15.119,7.675,18.817,12.272,21.441,30.125,25.076,23.24,35.356,35.297,37.358,35.397,37.537,40.295
0,1.552,1.483,2.413,2.726,2.375,1.417,2.655,2.402,1.272,4.14,2.157,12.634,17.985,17.519,11.031,18.216,15.08,21.157,17.207,19.535,23.445,29.659,28.885,29.517,28.905,29.019,31.686,31.105,30.848,27.694,26.86,28.766,30.122,34.045,41.707
0,-2.02,-3.646,1.782,1.774,-0.143,1.607,3.072,1.273,-0.451,2.361,-1.144,-3.758,7.668,-2.694,-5.632,-0.546,-2.865,2.906,1.748,0.32,5.4,3.83,6.023,6.784,5.137,5.823,10.169,8.841,8.76,5.049,5.485,3.205,2.554,2.713,4.069
0,-1.301,-4.488,3.147,0.287,-5.542,1.852,3.798,5.186,7.472,8.242,6.121,17.294,21.046,16.407,15.14,19.757,19.994,25.561,26.457,25.39,32.12,28.154,29.271,30.383,29.668,30.193,32.116,32.25,32.258,29.583,29.053,29.807,29.341,31.426,39.81
0,2.264,1.976,0.568,3.783,2.856,3.037,1.923,3.122,2.428,4.746,3.164,3.342,-0.664,4.746,3.527,6.548,7.06,5.119,5.38,4.721,3.983,7.408,13.274,13.583,19.892,16.516,23.494,20.959,19.522,29.419,31.188,35.593,41.25,36.083,50.518
0,2.086,2.018,1.303,5.397,4.418,5.131,4.377,3.31,1.174,4.647,0.808,1.978,0.454,2.252,3.658,3.992,6.403,5.052,4.294,3.987,5.385,6.82,4.278,7.61,2.014,6.632,5.185,4.357,3.228,3.866,4.202,3.17,2.139,2.686,4.675
0,1.669,1.527,0.806,5.406,3.964,4.868,4.47,2.924,0.06,4.186,0.016,1.178,0.005,2.101,3.423,4.074,6.489,5.017,3.548,3.88,5.775,6.111,4.777,7.923,4.274,7.131,5.34,4.273,3.407,3.277,3.769,1.435,0.662,1.781,5.555
0,1.237,1.197,-0.379,5.167,3.5,4.943,4.679,2.429,-0.7,3.617,-0.502,0.462,-0.339,1.892,3.049,4.006,6.775,4.49,2.486,3.445,5.894,5.297,6.142,8.745,6.574,7.711,6.31,4.128,4.134,2.379,3.489,-0.633,-0.112,1.139,5.915
0,-1.982,0.97,-4.268,-6.858,6.004,0.589,1.097,1.955,5.391,0.276,0.876,1.194,8.363,1.58,1.898,9.453,5.342,8.503,7.935,8.543,-2.14,15.232,18.132,17.551,16.836,16.984,16.131,17.734,15.78,16.967,17.221,15.001,7.105,6.282,-1.365
0,3.07,2.352,6.027,16.332,20.789,18.233,18.068,20.264,26.26,20.159,19.648,18.766,21.314,13.842,6.769,11.231,6.669,22.257,15.156,13.756,14.39,28.96,24.307,24.61,25.217,27.284,26.92,24.743,26.138,27.041,26.032,28.68,34.461,36.931,26.711
0,1.046,-1.743,-0.339,-1.145,6.01,1.757,1.581,1.976,6.475,1.243,-6.58,-0.373,8.68,2.729,5.411,10.252,6.5,8.895,11.458,13.732,12.723,17.708,18.56,17.661,15.636,18.171,17.542,17.389,17.029,17.499,18.691,12.907,21.575,15.22,24.969
0,0.257,0.528,3.471,1.903,0.916,2.839,2.505,3.313,1.474,1.8,-0.436,1.762,4.642,-1.03,0.673,2.941,2.268,0.185,2.139,3.516,5.435,3.853,4.285,4.343,7.489,5.604,2.89,4.955,7.041,5.619,6.291,4.056,3.236,4.228,10.848
0,-0.333,0.207,3.167,0.963,-0.71,1.418,2.013,2.633,0.671,0.722,-1.097,0.888,4.76,-1.987,-0.763,1.108,1.006,-1.25,0.301,1.234,3.007,2.579,3.05,3.661,5.561,4.552,2.976,4.337,5.686,5.632,5.392,2.355,2.238,3.274,10.913
0,-0.522,-0.203,2.473,0.154,-2.013,0.454,1.374,2.602,1.19,-0.187,-0.831,0.806,7.095,-2.191,-1.168,-0.19,0.914,-2.107,-1.059,-0.022,1.215,1.96,2.399,3.2,4.331,3.924,3.467,3.931,4.794,5.044,4.698,0.955,1.399,2.483,12.651
0,-0.657,-0.63,1.034,-0.76,-2.446,0.097,0.771,3.106,2.413,-0.359,0.919,-0.265,-3.48,1.706,1.124,-0.566,4.211,-1.765,-1.649,0.748,-0.486,2.851,3.123,3.645,4.329,4.408,5.483,4.618,5.186,5.402,5.197,0.048,1.306,2.471,15.411
0,-0.818,0.982,1.616,1.833,0.855,0.981,2.394,3.955,3.448,2.248,2.383,3.856,11.781,1.828,3.466,3.382,3.526,2.667,1.199,2.073,1.711,4.184,3.771,2.86,2.871,4.374,5.567,4.01,4.25,5.153,4.782,3.53,3.543,3.493,8.301
0,0.236,0.66,0.995,2.227,0.934,2.403,2.841,4.972,3.904,1.592,2.373,3.652,12.292,2.199,3.791,3.071,4.343,3.717,1.534,2.43,1.721,3.073,2.292,2.379,1.679,2.534,4.596,3.399,3.521,4.683,4.325,3.282,2.796,2.737,6.786
0,0.519,1.48,0.366,3.891,-0.995,-2.606,-1.566,-1.346,-2.028,4.213,0.475,3.443,3.181,2.987,4.328,7.781,7.358,-0.156,2.408,-0.623,-3.832,11.982,11.114,10.071,11.429,11.905,13.153,11.611,12.345,12.3,13.65,11.749,10.914,11.055,26.076
0,-0.08,0.645,1.331,3.247,-0.487,-2.621,-1.87,-1.237,-2.127,4.42,0.374,3.974,2.962,3.267,4.819,8.923,7.976,-1.458,2.338,-1.431,-4.155,11.489,9.519,10.475,10.685,12.09,12.911,10.926,11.99,12.322,13.404,11.376,11.066,11.237,25.115
0,3.209,3.437,1.179,5.34,5.45,4.511,3.244,5.004,3.621,3.203,2.615,6.15,6.011,-3.393,3.353,-0.959,4.519,3.517,7.871,6.405,10.732,3.483,1.96,0.287,-2.803,2.666,2.448,-2.757,1.914,-1.949,2.315,1.413,2.855,6.69,8.437
0,1.304,1.549,-0.943,2.941,3.419,1.567,0.58,3.715,1.089,0.036,3.558,3.326,0.435,15.579,-0.676,-5.609,3.669,-2.892,-1.951,-6.593,-4.546,-4.409,-3.512,-3.266,-3.298,-3.946,-4.853,-8.537,-5.609,-6.719,-5.278,-7.507,-3.462,-5.17,0.78
0,1.919,-1.146,3.811,6.591,9.231,5.206,8.274,6.929,6.109,4.953,1.46,8.551,9.477,3.959,4.506,2.173,5.643,3.442,5.43,2.941,7.102,6.963,7.492,8.413,6.284,5.968,7.257,6.753,6.872,6.928,9.103,6.43,5.133,3.449,4.492
0,1.798,-0.246,5.173,6.557,9.963,6.032,9.148,8.9,6.427,4.339,4.202,5.921,5.375,-1.362,1.194,-1.7,2.788,1.548,1.817,-0.457,3.602,3.957,0.746,3.887,2.807,3.665,3.298,3.799,3.85,2.85,4.362,2.541,1.348,0.256,-0.845
0,-4.347,-4.056,-3.869,-4.357,-3.541,2.144,1.697,3.118,0.628,-3.647,-1.056,0.336,4.987,-4.553,-1.994,-1.483,-2.837,-0.819,2.435,2.324,-0.531,1.412,2.593,5.282,3.106,8.964,14.555,6.811,5.635,2.221,-2.68,5.21,3.66,2.656,4.508
0,-2.187,-3.922,-3.157,-3.689,-2.932,1.089,0.361,3.011,1.562,-2.418,-0.567,0.794,4.77,-1.383,-1.327,-1.145,-2.722,-1.096,3.278,2.844,-0.077,1.66,1.842,3.921,2.924,6.419,-1.51,4.303,4.039,1.555,-1.22,4.968,3.391,2.43,3.513
0,-0.489,-3.034,-2.268,-3.098,-2.205,0.432,-0.337,3.302,3.11,-0.717,0.653,1.702,4.693,1.104,0.221,-0.134,-1.949,-0.963,4.293,3.504,0.479,1.72,2.095,3.242,2.968,5.441,-0.732,3.776,3.854,1.592,0.288,5.015,3.675,3.06,3.464
0,0.612,-2.556,-1.298,-2.445,-2.398,-0.334,-0.977,3.501,3.787,-0.149,1.348,3.104,5.024,2.326,1.312,0.885,0.275,-0.355,5.332,4.166,0.496,1.595,2.353,3.151,3.056,5.068,-0.045,4.019,3.521,1.58,0.992,4.94,3.786,3.302,3.015
0,1.12,-0.823,2.177,3.972,8.945,4.647,4.638,5.609,-0.108,3.352,0.325,1.955,-4.709,-1.264,0.289,-1.641,1.13,-1.354,3.097,8.754,-0.678,0.936,-1.494,0.065,1.949,-0.299,2.984,3.533,-0.227,2.825,1.996,0.916,-0.995,-1.908,-4.435
0,1.812,0.135,3.862,4.804,9.921,5.846,5.883,8.968,1.758,4.873,2.977,3.951,2.725,-0.145,2.752,0.453,3.377,1.488,4.434,9.687,1.251,1.689,-1.551,0.534,0.661,2.218,3.746,4.676,2.308,3.086,1.863,2.185,-0.288,-0.425,-4.23
0,1.334,0.576,3.813,4.652,10.342,6.579,6.375,10.471,1.078,5.61,1.888,3.935,2.844,5.207,12.076,1.068,6.182,4.329,6.372,13.799,2.823,2.221,-1.358,0.837,-0.264,4.038,3.809,5.468,4.719,1.161,1.942,3.684,-0.267,0.475,-3.861
0,-1.476,-4.114,-2.738,-1.515,1.134,0.955,4.195,3.133,4.373,4.333,2.746,-1.808,-4.11,-1.923,1.441,-0.679,-6.657,-0.892,-14.14,-5.717,-13.362,-25.955,-28.945,-27.897,-32.772,-32.486,-29.48,-30.343,-30.24,-33.421,-36.588,-27.417,-28.937,-30.775,-37.092
0,-1.138,-2.738,-2.388,-0.81,1.543,1.597,3.683,1.974,2.511,2.276,2.017,-2.46,-4.76,-3.352,0.28,-2.01,-8.625,-4.678,-12.129,-10.355,-13.862,-25.556,-29.819,-29.402,-34.367,-32.627,-29.832,-31.614,-31.012,-32.593,-37.026,-27.123,-28.991,-31.145,-37.492
0,-0.568,-3.324,-2.335,-1.649,-1.483,0.902,0.053,0.136,0.669,-1.078,0.872,0.615,5.019,-2.574,0.141,-0.081,-0.969,-0.699,2.591,2.884,0.388,3.249,1.524,1.915,3.757,3.376,1.307,3.191,3.242,3.678,2.457,5.459,3.818,2.948,6.481
0,-0.146,-3.303,-2.181,-1.509,-1.219,0.925,0.05,0.38,0.525,-0.538,0.758,0.756,3.994,-1.292,0.662,0.747,-0.841,0,3.319,3.695,0.593,3.067,1.972,2.03,3.866,3.974,0.983,3.306,3.186,3.465,2.222,5.417,3.972,2.743,5.652
0,0.264,-2.189,-1.952,-1.118,-0.177,1.265,0.077,0.716,1.092,0.815,1.409,0.751,3.935,0.404,2.253,2.252,-0.685,0.707,3.739,4.325,1.088,2.429,2.984,2.563,4.06,4.485,1.031,3.922,3.738,3.49,2.969,5.418,4.814,3.508,5.871
0,0.398,-1.883,-1.814,-0.643,-0.051,1.39,0.259,0.682,0.545,1.032,0.514,-0.042,5.232,2.106,3.218,3.127,-2.332,1.444,4.13,4.669,0.858,2.297,3.378,3.811,4.002,4.968,0.825,4.448,3.703,2.943,3.008,2.846,5.327,3.409,4.97
0,1.563,1.745,3.375,2.942,2.553,2.239,2.447,3.149,16.531,9.351,8.252,12.211,18.487,10.432,4.332,2.91,7.705,8.548,14.414,10.978,13.779,13.954,13.061,11.378,11.604,7.292,9.041,11.69,10.827,10.238,11.608,0.639,1.29,6.917,9.514
0,0.622,1.516,3.261,3.244,2.289,1.925,2.031,3.445,15.453,10.94,8.718,14.459,17.57,16.986,1.236,0.146,2.302,4.032,12.307,11.702,13.094,12.287,19.99,14.188,13.29,8.764,8.256,12.687,11.147,10.072,11.815,0.738,-0.324,7.152,11.327
0,1.532,-2.17,0.157,0.599,1.281,3.099,2.754,0.322,-0.044,0.621,1.597,0.292,6.775,2.245,3.654,5.725,-0.912,4.106,6.604,5.14,2.959,6.074,4.616,5.433,6.171,5.828,3.101,4.927,4.76,5.872,4.774,2.264,5.999,4.598,8.444
0,-0.861,2.124,1.996,-0.059,2.09,-2.125,-0.397,-0.044,4.157,1.067,2.588,0.506,-4.037,1.099,1.919,1.192,3.546,2.629,2.553,0.478,1.312,-1.423,-0.282,-4.325,-3.705,-2.615,-2.352,-4.077,-4.381,-1.636,-4.221,-13.428,-9.515,-6.552,-7.34
0,0.083,4.366,0.42,1.664,3.119,3.046,2.439,4.864,6.037,8.821,9.845,7.188,10.848,1.584,5.806,4.423,-6.255,1.969,0.368,1.87,4.665,1.031,5.626,-2.477,-2.458,-1.487,-1.147,-2.976,-2.292,-3.916,-0.882,-5.74,-6.418,-4.962,-4.413
0,-0.502,2.687,0.553,0.803,2.286,0.528,0.626,2.051,3.176,3.968,3.481,0.586,-3.353,1.167,2.876,2.085,-1.552,1.781,1.215,1.268,3.353,-0.909,-1.031,-2.83,-2.901,-1.84,-1.63,-2.994,-3.758,-2.57,-2.574,-6.356,-6.233,-4.948,-4.98
0,-0.43,2.34,1.023,0.349,1.578,-0.547,-0.387,0.959,1.914,1.657,1.552,-0.51,-3.302,0.085,1.658,1.694,-0.873,1.578,1.734,0.369,2.659,-2.058,-2.722,-3.552,-3.79,-2.635,-2.53,-3.666,-4.891,-2.502,-4.159,-7.455,-7.034,-5.759,-5.826
0,-0.267,2.166,1.521,-0.148,0.706,-1.61,-1.492,-0.041,0.466,-0.752,0.163,-1.367,-3.197,-0.913,-0.342,2.07,-2.465,1.862,3.344,-1.585,2.132,-3.078,-4.078,-4.452,-4.687,-3.544,-3.763,-5.128,-6.193,-2.962,-5.845,-9.016,-8.51,-7.259,-6.535
0,-0.984,2.603,0.487,0.409,2.045,0.318,-0.797,0.489,0.181,0.059,-0.144,-1.887,-2.703,0.837,-0.517,1.907,-2.676,1.003,-1.141,-0.254,3.58,-4.047,-4.704,-4.175,-5.256,-4.218,-5.034,-5.444,-5.815,-4.145,-4.414,-6.052,-7.452,-5.768,-4.109
0,-0.025,1.851,1.477,-0.166,0.133,-0.601,-2.051,-0.635,-2.579,-2.158,-2.933,-3.356,-3.601,-0.393,-5.049,1.163,-5.799,-0.605,-4.579,-3.021,2.427,-5.214,-6.946,-5.518,-6.645,-5.167,-6.409,-6.878,-7.94,-5.039,-6.303,-7.978,-9.375,-7.545,-4.943
0,1.241,2.669,0.135,1.479,2.283,0.633,1.618,-0.509,4.351,1.664,0.886,3.056,2.757,5.774,5.206,6.895,8.887,3.697,5.701,6.715,4.118,6.12,8.385,6.633,6.925,7.222,5.72,8.618,8.033,7.885,8.508,6.42,5.734,4.371,9.367
0,1.332,2.663,0.342,1.568,1.879,0.817,1.408,-0.24,3.774,3.341,-1.077,-0.695,-2.821,-1.677,1.302,1.217,2.863,-0.387,0.154,1.423,-1.4,1.389,3.652,1.855,2.556,1.196,1.909,5.367,4.155,3.855,3.982,1.761,0.332,-0.877,3.544
0,-1.017,-3.166,-0.994,0.04,-0.216,-0.52,-1.706,-1.507,-2.228,-2.782,-4.094,-5.514,-6.629,-4.29,-2.39,-4.388,-2.115,-5.464,-4.006,-3.72,-3.957,2.376,2.146,4.111,2.644,2.644,4.744,2.853,2.585,5.464,-10.406,-2.102,1.365,-1.63,10.774
0,-1.475,-2.051,-0.708,-0.323,-1.166,-0.658,-0.602,-0.613,7.763,4.524,1.452,4.41,3.021,3.435,6.673,5.254,6.381,16.053,8.807,7.482,14.918,14.31,14.236,17.153,15.54,13.174,14.451,15.671,12.526,14.212,19.538,12.976,11.631,9.58,18.86
